"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 06 12:40:01 GMT 2023","Tue Jun 06 12:40:01 GMT 2023","272","","test_booker","","","","test_create_booking",""
"passed","Tue Jun 06 12:40:02 GMT 2023","Tue Jun 06 12:40:02 GMT 2023","469","","test_booker","","","","test_update_booking",""
"passed","Tue Jun 06 12:40:01 GMT 2023","Tue Jun 06 12:40:01 GMT 2023","356","","test_booker","","","","test_get_booking_ids",""
"passed","Tue Jun 06 12:40:01 GMT 2023","Tue Jun 06 12:40:02 GMT 2023","256","","test_booker","","","","test_get_booking_by_id",""
"passed","Tue Jun 06 12:40:02 GMT 2023","Tue Jun 06 12:40:02 GMT 2023","236","","test_booker","","","","test_create_booking_with_bad_request",""
